Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0043525~positive regulation of neuron apoptotic process	2	0.12554927809165098	0.020307470892043933	NF1, TP53	9	43	16792	86.78036175710594	0.9956469264661602	0.38997857109505607	23.583466002402243
GOTERM_BP_DIRECT	GO:0008542~visual learning	2	0.12554927809165098	0.021243156884351674	BRAF, NF1	9	45	16792	82.92345679012345	0.996620713219093	0.3776011892965401	24.534771605185103
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	3	0.18832391713747645	0.02191283883519109	CDKN2A, TP53, RB1	9	499	16792	11.217100868403472	0.9971812736200085	0.36342405326152327	25.208902993628456
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	3	0.18832391713747645	0.023252616173690174	CDKN2A, TP53, RB1	9	515	16792	10.868608414239482	0.9980398106965434	0.35939147272026606	26.540916196021215
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	3	0.18832391713747645	0.027840686937144178	CDKN2A, TP53, RB1	9	567	16792	9.871840094062316	0.9994371121725315	0.3927584821670014	30.93818332901812
GOTERM_MF_DIRECT	GO:0002039~p53 binding	2	0.12554927809165098	0.031320487872126365	CDKN2A, TP53	9	67	16881	55.990049751243774	0.8518141067914677	0.3795572479198519	27.30546126772606
GOTERM_BP_DIRECT	GO:0035690~cellular response to drug	2	0.12554927809165098	0.032410549488707065	BRAF, TP53	9	69	16792	54.0805152979066	0.9998385091069091	0.4205589592125639	35.07517075634021
GOTERM_MF_DIRECT	GO:0003677~DNA binding	4	0.25109855618330196	0.0372302769939038	CDKN2A, TP53, RB1, ARID2	9	1674	16881	4.481879729191557	0.8973531910791929	0.36573741895227996	31.6297269756988
GOTERM_BP_DIRECT	GO:0030336~negative regulation of cell migration	2	0.12554927809165098	0.04438259470987601	NF1, ARID2	9	95	16792	39.27953216374269	0.999994039625074	0.507208564118829	44.85271345297248
GOTERM_MF_DIRECT	GO:0005515~protein binding	8	0.5021971123666039	0.04500368815891541	CDKN2A, SNAP91, BRAF, COL7A1, NF1, TP53, RB1, ARID2	9	8785	16881	1.7080629861506353	0.9368894941041959	0.36901803884132767	36.96471051952736
GOTERM_CC_DIRECT	GO:0016605~PML body	2	0.12554927809165098	0.04737981290613154	TP53, RB1	10	98	18224	37.19183673469388	0.8978520437718324	0.8978520437718324	36.936838634386206
GOTERM_BP_DIRECT	GO:0000082~G1/S transition of mitotic cell cycle	2	0.12554927809165098	0.04758360717578948	CDKN2A, RB1	9	102	16792	36.583877995642695	0.9999975502691217	0.5121521961692639	47.22595145003435
GOTERM_BP_DIRECT	GO:0016569~covalent chromatin modification	2	0.12554927809165098	0.052594815145913236	RB1, ARID2	9	113	16792	33.02261553588987	0.9999993946930692	0.5293093619561511	50.75251484902408
GOTERM_BP_DIRECT	GO:0016925~protein sumoylation	2	0.12554927809165098	0.05441134394015615	CDKN2A, TP53	9	117	16792	31.893637226970558	0.9999996360035321	0.5235088283979006	51.976165401122664
GOTERM_BP_DIRECT	GO:0030308~negative regulation of cell growth	2	0.12554927809165098	0.05622482441283444	CDKN2A, TP53	9	121	16792	30.839302112029383	0.9999997811403551	0.5182019556215972	53.1696946940282
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	4	0.25109855618330196	0.05627094751068155	CDKN2A, TP53, RB1, ARID2	9	1955	16792	3.81744813867576	0.9999997839565509	0.5022347257067687	53.199689820218865
GOTERM_CC_DIRECT	GO:0005730~nucleolus	3	0.18832391713747645	0.06383628221926671	CDKN2A, NF1, TP53	10	857	18224	6.379463243873978	0.9549665875179216	0.787789226281797	46.5566645622863
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	3	0.18832391713747645	0.0754908603640048	CDKN2A, TP53, RB1	9	981	16792	5.705742439687394	0.9999999990742998	0.5952024811083586	64.26478839777405
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	2	0.12554927809165098	0.0896687540085626	COL7A1, NF1	9	196	16792	19.038548752834465	0.9999999999845882	0.6455998290194789	70.81865709234403
