Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	36	0.12915724895059735	0.06646104928908882	SRSF1, LOR, C9ORF72, E2F5, POLR2J, TIRAP, PDHB, HOXD11, PSMB5, SUMO2, CASP6, RBM8A, SYAP1, ILK, CTDSP2, ORC6, CCNO, CCNA2, FAM50A, EXOSC6, TAF5, GMNN, SOX12, TMEM70, RPS4X, MRTO4, PSMB9, FEM1C, WDR26, PSMD10, IRF1, RANGRF, DNAJB1, UROD, SNRPE, PHF6	179	2784	18224	1.3165093430938162	0.9999995941712496	0.9473172347833093	58.1691773135518
GOTERM_BP_DIRECT	GO:0043576~regulation of respiratory gaseous exchange	2	0.00717540271947763	0.06679961929152567	PHOX2A, APLN	166	7	16792	28.90189328743546	1.0	0.9999202786130019	65.51004723942322
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	7	0.025113909518171704	0.07102003483609537	MYL6, PLSCR1, ZP2, RPL9, ILK, RPS4X, SOD3	179	296	18224	2.4076702400724748	0.9999998576496799	0.9277408123820425	60.685480841712426
GOTERM_BP_DIRECT	GO:0048666~neuron development	3	0.010763104079216447	0.07500959459033141	SKOR2, CTF1, PITX3	166	46	16792	6.597171293871137	1.0	0.9998908419738293	69.89750873662945
GOTERM_MF_DIRECT	GO:0042826~histone deacetylase binding	4	0.01435080543895526	0.07717940664456671	SKOR2, GMNN, FOXP3, PHF6	165	102	16881	4.012121212121212	0.9999999997642951	0.9999846473164334	65.34290096072866
GOTERM_CC_DIRECT	GO:0005840~ribosome	5	0.017938506798694076	0.07992852351550309	MRPL50, RPL9, RSL24D1, RPS4X, RPL28	179	166	18224	3.0665679477687284	0.9999999818942977	0.9216617934253494	65.20471829649617
GOTERM_MF_DIRECT	GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	6	0.021526208158432893	0.08054426274734382	TFAM, PLSCR1, SOX12, NKX2-8, IRF1, PITX3	165	236	16881	2.601078582434514	0.999999999913998	0.9995585961767338	66.973529398755
GOTERM_BP_DIRECT	GO:0043488~regulation of mRNA stability	4	0.01435080543895526	0.08105660141650693	PSMB5, EXOSC6, PSMD10, PSMB9	166	103	16792	3.928412679845596	1.0	0.9998255435474525	72.78905877444166
GOTERM_BP_DIRECT	GO:0006521~regulation of cellular amino acid metabolic process	3	0.010763104079216447	0.08955815780346106	PSMB5, PSMD10, PSMB9	166	51	16792	5.950389794472005	1.0	0.9998041376292393	76.41742272087915
GOTERM_BP_DIRECT	GO:0006417~regulation of translation	3	0.010763104079216447	0.09256124379578828	RBM4B, RBM8A, TACO1	166	52	16792	5.83595922150139	1.0	0.9996490551938843	77.58711241202379
