Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007165~signal transduction	25	12.5	0.0012608238371751756	OR51D1, OR52H1, OR51B2, OR52J3, OR51Q1, OR52D1, OR1G1, OR52N5, OR52N4, OR51L1, OR51B6, CALML5, OR52R1, OR5I1, OR52B2, OR52E2, OR51G2, OR52M1, OR2F1, OR51S1, OR52E6, OR51A2, OR51A4, OR51I1, OR51A7	179	1161	16792	2.0200270427631732	0.15660394188085058	0.03349008555530353	1.4682008492595044
GOTERM_MF_DIRECT	GO:0004935~adrenergic receptor activity	3	1.5	0.0024452455581454435	OR56A4, OR13F1, GPR101	187	7	16881	38.68831168831169	0.14711930246559568	0.031325968703648566	2.4643663322233222
GOTERM_CC_DIRECT	GO:0001533~cornified envelope	4	2.0	0.011017994225613548	LCE3A, LCE3B, LCE1F, LCE1B	184	46	18224	8.612476370510397	0.37206835207382427	0.14367729874922064	9.74554836589393
GOTERM_BP_DIRECT	GO:0031424~keratinization	4	2.0	0.014285940540139565	LCE3A, LCE3B, LCE1F, LCE1B	179	48	16792	7.817504655493483	0.8566563726837667	0.276570193650733	15.523097907675965
GOTERM_MF_DIRECT	GO:0005132~type I interferon receptor binding	3	1.5	0.014730924698702746	IFNA5, IFNA14, IFNA16	187	17	16881	15.930481283422461	0.6188768182068402	0.14851390360991323	14.037069771161548
GOTERM_BP_DIRECT	GO:0018149~peptide cross-linking	4	2.0	0.01594256630036938	LCE3A, LCE3B, LCE1F, LCE1B	179	50	16792	7.5048044692737435	0.8857752370765842	0.26650978663372993	17.17265188613194
GOTERM_BP_DIRECT	GO:0071880~adenylate cyclase-activating adrenergic receptor signaling pathway	3	1.5	0.016974021704116642	OR56A4, OR13F1, GPR101	179	19	16792	14.812114084092913	0.9008541983823855	0.25090949707006294	18.1847657736768
GOTERM_BP_DIRECT	GO:0033141~positive regulation of peptidyl-serine phosphorylation of STAT protein	3	1.5	0.016974021704116642	IFNA5, IFNA14, IFNA16	179	19	16792	14.812114084092913	0.9008541983823855	0.25090949707006294	18.1847657736768
GOTERM_BP_DIRECT	GO:0002323~natural killer cell activation involved in immune response	3	1.5	0.016974021704116642	IFNA5, IFNA14, IFNA16	179	19	16792	14.812114084092913	0.9008541983823855	0.25090949707006294	18.1847657736768
GOTERM_MF_DIRECT	GO:0045125~bioactive lipid receptor activity	2	1.0	0.021915851721340168	GPR174, FFAR1	187	2	16881	90.27272727272727	0.7631603964311409	0.1859776442642449	20.21620694608699
GOTERM_BP_DIRECT	GO:0002286~T cell activation involved in immune response	3	1.5	0.022459678172923884	IFNA5, IFNA14, IFNA16	179	22	16792	12.792280345352971	0.9534218919712091	0.2887533974868953	23.380047238101533
GOTERM_BP_DIRECT	GO:0060338~regulation of type I interferon-mediated signaling pathway	3	1.5	0.030740835034442374	IFNA5, IFNA14, IFNA16	179	26	16792	10.824237215298668	0.9852297212630756	0.3439470855887016	30.653340230502558
GOTERM_BP_DIRECT	GO:0042100~B cell proliferation	3	1.5	0.04502509632041782	IFNA5, IFNA14, IFNA16	179	32	16792	8.794692737430168	0.9980097188955291	0.43187125228080425	41.73180296427582
GOTERM_BP_DIRECT	GO:0030216~keratinocyte differentiation	4	2.0	0.046916940218759653	LCE3A, LCE3B, LCE1F, LCE1B	179	76	16792	4.937371361364304	0.9984771704154957	0.417600568846637	43.070807113893835
GOTERM_BP_DIRECT	GO:0043330~response to exogenous dsRNA	3	1.5	0.05023472964128855	IFNA5, IFNA14, IFNA16	179	34	16792	8.27735787052251	0.9990489607095069	0.4144638300288749	45.35129485939837
GOTERM_BP_DIRECT	GO:0006880~intracellular sequestering of iron ion	2	1.0	0.06194883748881593	FTMT, FTHL17	179	6	16792	31.270018621973932	0.9998219339970182	0.46026030677148033	52.75107622720729
GOTERM_MF_DIRECT	GO:0001849~complement component C1q binding	2	1.0	0.0949262697285596	APCS, C4B	187	9	16881	20.06060606060606	0.9984708243271553	0.5553101953512787	63.81538106570326
