Gene_Name	Gene_Length_Normalized
ADAM33	0.00021006932287654927
ADAM7	0.0001278475127847513
ADAMDEC1	0.0002301178203240059
ADAMTS1	0.00010349824052991099
ADAMTS10	0.00022956088282556652
ADAMTS12	1.6275291124269984e-05
ADAMTS13	0.00013325042195966953
ADAMTS14	4.4623931814632185e-05
ADAMTS15	0.0001445974767740303
ADAMTS16	2.778179070310156e-05
ADAMTS17	1.0798669603904798e-05
ADAMTS18	6.94069972931271e-05
ADAMTS19	1.0775165398788872e-05
ADAMTS2	2.9840693327194677e-05
ADAMTS20	7.068743530837394e-05
ADAMTS3	1.3897092033491992e-05
ADAMTS4	6.780580417683754e-05
ADAMTS5	2.0575708318758873e-05
ADAMTS6	1.5006723011909335e-05
ADAMTS7	0.00019146817798881827
ADAMTS8	0.00012464683397041715
ADAMTS9	1.7407147374712058e-05
ADAMTSL1	4.1184653682823254e-05
ADAMTSL2	2.306539038173221e-05
ADAMTSL3	1.8146185671771793e-05
ADAMTSL4	8.673779165582444e-05
ADAMTSL5	0.00023293733985557886
ADAP1	3.478079404552806e-05
ADAP2	3.775151949865982e-05
ADAR	2.1768944423884887e-05
ADARB1	6.548359635911204e-06
ADARB2	5.43875329271189e-06
ADAT1	3.7995364565523004e-05
ADAT2	3.591825006285694e-05
ADCK1	2.2233915614878935e-05
ADCK2	4.327505625757313e-05
ADCY1	1.3424981205026313e-05
ADCY10	0.0001240126683710459
ADCY2	2.304821917934511e-06
ADCY3	2.9800337737161022e-05
ADCY4	0.00011944577161968466
ADCY5	1.1943007965986314e-05
ADCY6	0.00017509301816590064
ADCY7	4.1667824106225175e-05
ADCY8	6.103958035288508e-05
ADCY9	1.2285163208393223e-05
ADCYAP1R1	6.778167522410316e-05
ADD1	3.479511476588687e-05
ADD2	2.4905514703593243e-05
ADD3	1.4368125749836563e-05
ADH1A	0.00034104085669463204
ADH1B	0.00024335340998965748
ADH4	8.787088837468147e-05
ADH7	4.259669449650707e-05
ADHFE1	2.4145257871354065e-05
ADIPOQ	0.00012667046678067008
ADIPOR2	1.9979221609526092e-05
ADK	3.5835807497209286e-06
ADNP2	2.5980099243979112e-05
ADORA2A	4.084800457497651e-05
ADORA2B	3.243699114470142e-05
ADORA3	7.442875927258293e-05
ADPRHL1	9.499984166693056e-05
ADRA2A	0.0002585315408479835
ADRB1	0.0003495281370150297
ADSS	2.2914757103574703e-05
ADSSL1	4.321707938977484e-05
ADTRP	1.052720229071922e-05
AEN	0.0001820498816675769
AES	9.806805923310778e-05
AFAP1	5.51839834006578e-06
AFAP1L1	5.719923925011797e-05
AFAP1L2	1.819306480369683e-05
AFF2	3.399673631331392e-05
AFF3	1.1727689745643164e-05
AFF4	4.5323211149509945e-05
AFG3L2	2.067397146991937e-05
AFM	8.97223094522453e-05
AFMID	4.905808477237049e-05
AGA	0.00025568908207619537
AGAP1	9.408650627008159e-06
AGAP3	1.7063390495691493e-05
AGAP6	4.5083630133898384e-05
AGBL1	7.891271802456665e-06
AGBL2	5.376536793433456e-05
AGBL5	0.00010616462594663458
AGFG2	0.00017236624379481522
AGGF1	5.558180251785565e-05
AGK	9.610302244005575e-06
AGL	2.704932444312203e-05
AGMAT	0.00015677667163126126
AGPAT4	2.0821476659124666e-05
AGPS	6.6141065664849994e-06
AGT	8.493290300662476e-05
AGTPBP1	5.115377335809176e-06
AGTR1	2.2112152839200424e-05
AGTR2	0.0018823529411764706
AGXT	8.31739166597355e-05
AGXT2	4.0006401024163864e-05
AHCTF1	1.0766580534022394e-05
AHCYL2	1.4620738054857009e-05
AHDC1	5.682141030740383e-05
AHI1	4.667575287989395e-06
AHNAK	8.150557090577141e-05
AHNAK2	0.0006080801692895191
AHR	4.2078687144961075e-05
AHRR	1.4912575028893114e-05
AHSA1	8.617718028266115e-05
AHSG	0.00011911852293031566
AHSP	0.0010649627263045794
AICDA	9.341429238673517e-05
AIDA	2.212536230280771e-05
AIFM1	5.475851494907458e-05
AIFM2	8.642793350810982e-05
AIM2	3.545596369309318e-05
AIP	0.00024807740014884643
AIRE	7.8064012490242e-05
AJAP1	3.628394362926518e-05
AJUBA	8.719916288803627e-05
AK1	8.878629139660837e-05
AK2	1.3696378677477674e-05
AK5	3.5982224780958207e-06
AK7	2.0551605080356774e-05
AK8	6.527457751029707e-06
AKAP1	8.274264280001103e-05
AKAP11	5.870037372571272e-05
AKAP12	8.43469019382918e-06
AKAP13	5.42322877348258e-06
AKAP17A	0.0001831334126911455
AKAP3	5.963207012731447e-05
AKAP4	0.0015609756097560976
AKAP5	0.00011106175033318525
AKAP6	1.3941779130351652e-05
AKAP7	6.7627426979285716e-06
AKAP8	3.786014462575247e-05
AKAP8L	2.5580027114828743e-05
AKNA	9.958671513220136e-05
AKNAD1	1.355142086647785e-05
AKR1A1	5.126627704296114e-05
AKR1B1	0.00011810558639423645
AKR1B10	7.237984944991314e-05
AKR1B15	3.253196265330687e-05
AKR1C4	8.516074089844582e-05
AKR1D1	4.322940983209697e-05
AKR1E2	1.6277896244689337e-05
AKR7A2	0.0001222344456667889
AKT1	3.7875918491023404e-05
AKT2	1.8109708614788387e-05
ALAD	6.659563132658497e-05
ALAS2	0.0001363078740515244
ALB	0.00041155650670837105
ALDH16A1	5.593153979529056e-05
ALDH18A1	1.969783520791065e-05
ALDH1A2	1.8367395668600754e-06
ALDH1B1	0.0005002501250625312
ALDH1L1	2.1180831347630396e-05
ALDH1L2	1.5435195332396932e-05
ALDH2	4.64134041911304e-05
ALDH3B1	9.663703131039814e-05
ALDH4A1	6.379788828989761e-05
ALDH6A1	3.61755236407047e-05
ALDH7A1	3.732945107042201e-05
ALDH8A1	3.0551142612733715e-05
ALDH9A1	5.45747264441837e-05
ALDOB	0.00019678583142013775
ALDOC	0.0007230657989877079
ALG1	1.862995323881737e-05
ALG10B	0.0001350621285791464
ALG13	3.1634224012484976e-05
ALG14	1.0148369157076457e-05
ALG2	0.00018083182640144665
ALG3	0.00013798813302056022
ALG5	1.9807471378203857e-05
ALG6	1.4090063687087866e-05
ALG8	2.5823778535275283e-05
ALKBH2	0.0001838235294117647
ALKBH4	0.00011576753878212549
ALKBH7	0.0011547344110854503
ALKBH8	1.586797841954935e-05
ALLC	8.993614533681087e-05
ALMS1	1.777509176391123e-05
ALOX12	6.816167950378297e-05
ALOX12B	0.00019911063914515166
ALOX15	0.000526685393258427
ALOX15B	0.00029653059207274883
ALOX5	2.7821829007038923e-05
ALOXE3	8.640428565256837e-05
ALPI	0.0012790995139421847
ALPK1	4.455448695508271e-05
ALPK2	8.124026809288471e-05
ALPK3	0.00022886518080349284
ALPP	0.0002296211251435132
ALS2	1.2401562596887207e-05
ALS2CL	4.047435949326102e-05
ALX3	9.340556697179151e-05
ALX4	2.0111821728812197e-05
AMBN	0.00019957424161788184
AMBP	0.00010902153175252112
AMBRA1	5.0578875226972705e-06
AMD1	4.774865110060641e-05
AMDHD1	3.9527254041661726e-05
AMDHD2	0.0001807501129688206
AMELX	0.00027218290691344586
AMHR2	0.0005209011590050788
AMIGO1	0.00017975912277548085
AMIGO2	0.000706880301602262
AMIGO3	0.0001412030499858797
AMMECR1	4.06426414465529e-06
AMN	9.140767824497258e-05
AMOT	0.00013572204125950055
AMOTL1	5.871266608345418e-06
AMOTL2	5.1007396072430504e-05
AMPD1	0.00013321492007104796
AMPD2	6.270771932024833e-05
AMPH	8.069006140513672e-06
AMY2A	0.00011900511722004047
AMZ1	1.0419054366625684e-05
ANAPC1	8.444590817351945e-06
ANAPC10	7.608670841290735e-06
ANAPC2	7.271140841998109e-05
ANAPC4	2.422187235073271e-05
ANAPC7	3.243593902043464e-05
ANGEL1	2.564036819568729e-05
ANGPT4	4.5786497561869004e-05
ANGPTL2	2.81286039773846e-05
ANGPTL3	0.00011531365313653136
ANGPTL4	9.022013713460844e-05
ANGPTL5	3.8687712782420303e-05
ANGPTL6	9.562057754828839e-05
ANGPTL7	0.00015060240963855423
ANK1	4.106084807075605e-05
ANK2	2.298318161486906e-05
ANK3	6.928811411893799e-05
ANKAR	1.1507082609346052e-05
ANKDD1A	2.1303338233101126e-05
ANKFN1	1.4973758488249343e-05
ANKHD1-EIF4EBP3	2.708907565301603e-05
ANKIB1	1.9336126329358686e-05
ANKK1	0.00023758612497030174
ANKLE1	0.0003332777870354941
ANKLE2	2.7609055770292657e-05
ANKMY1	4.454987915845278e-05
ANKRD1	0.00010893246187363834
ANKRD11	1.7942771530204415e-05
ANKRD12	2.0032452573168534e-05
ANKRD13A	4.928900608719225e-05
ANKRD13C	1.0621800182694963e-05
ANKRD13D	7.174630506528914e-05
ANKRD17	1.0786206599001197e-05
ANKRD18A	1.2485797405451299e-05
ANKRD2	0.00017477934108188413
ANKRD22	3.3685912551371016e-05
ANKRD24	9.64785335262904e-05
ANKRD26	9.209968870305219e-06
ANKRD28	5.193860856467655e-06
ANKRD29	1.563501618224175e-05
ANKRD30A	7.357098050756232e-05
ANKRD30B	3.213729050503752e-05
ANKRD33	0.0008099352051835853
ANKRD34B	0.0001456346027816209
ANKRD35	0.00010370754472387866
ANKRD36	6.621420294653203e-06
ANKRD40	6.787023211619383e-05
ANKRD42	1.4935404376073483e-05
ANKRD44	5.811318123176699e-06
ANKRD45	8.2917364554485e-05
ANKRD46	1.9987208186760474e-05
ANKRD49	0.0003359086328518643
ANKRD50	6.162695152013147e-05
ANKRD52	4.858142246404975e-05
ANKRD55	1.4961213055154512e-05
ANKRD6	4.983454929633616e-06
ANKS1A	9.894279622236404e-06
ANKS1B	7.153092878142294e-06
ANKS4B	0.00010658708164570453
ANKS6	3.047108294228777e-05
ANLN	3.125732593576619e-05
ANO1	2.6972110837394135e-05
ANO10	2.969694269974906e-06
ANO2	1.689340023119825e-05
ANO3	8.438711746264815e-06
ANO4	0.001232249735946485
ANO5	1.1088810281544894e-05
ANO7	2.712379299121189e-05
ANO8	8.616232982939858e-05
ANO9	4.153168867846167e-05
ANP32A	2.3606062036731032e-05
ANPEP	6.554583292367187e-05
ANTXR1	8.46922917310681e-06
ANXA1	0.00016097875080489375
ANXA10	1.050696086157079e-05
ANXA3	1.6971013508926752e-05
ANXA6	1.7491691446562884e-05
ANXA7	2.5657472738935215e-05
ANXA9	0.0001468752294925461
AOAH	1.8894840763729463e-05
AOC2	0.0003274930407728836
AOC3	0.0004319032536711777
AOX1	7.675775253300584e-05
AP1G2	0.00011757789535567314
AP1M1	2.647533822244579e-05
AP1M2	0.0001365747063643813
AP2A1	4.9819404658114334e-05
AP2A2	1.1448852252561681e-05
AP3B2	7.899986175024193e-05
AP3D1	1.5753985758396876e-05
AP4B1	0.00028699894767052523
AP4E1	3.085530917019789e-05
APAF1	1.107603699396356e-05
APBA1	3.6768310618688103e-05
APBA2	3.5601251740011177e-06
APBB1IP	3.08641975308642e-05
APBB2	1.2294467243850923e-05
APC	4.324604839232815e-05
APC2	0.00011134617525887985
APCDD1	5.662514156285391e-05
APCDD1L	1.7847581652686062e-05
APCS	0.009615384615384616
APEH	0.00010039152695512498
APEX2	0.00011494252873563218
APH1A	0.00023946360153256704
APLN	0.00010316723408645414
APLNR	0.0010934937124111536
APLP1	8.409014463504877e-05
APOA4	0.000768344218209758
APOB	0.0005393490291717475
APOBEC1	6.059504332545598e-05
APOBEC2	0.0003569197822789328
APOBEC3C	0.000319030148349019
APOBEC3D	5.287368476709142e-05
APOBR	0.0011571395510298543
APOC1	0.0001960015680125441
APOC3	0.00029708853238265005
APOD	6.450364445591176e-05
APOH	4.495190146543199e-05
APOL2	7.275902211874272e-05
APOL3	7.736046106834796e-05
APOL4	6.363752068219422e-05
APOL5	0.0004306261303935923
APOLD1	9.610025178265967e-06
APOM	0.00017262213015708613
APOO	2.6814324211994048e-05
APP	3.441333861004525e-06
APTX	1.9025151249952438e-05
AQP10	0.0002361275088547816
AQP12B	0.00015413070283600493
AQP2	0.0002457002457002457
AQP3	0.0003097413659594239
AQP6	0.00010055304172951231
AQP8	7.570595805889923e-05
AQP9	4.1891835281303674e-05
AQR	8.748294082653882e-06
AR	2.688229854405471e-05
ARAP1	7.371233760250621e-05
ARAP2	2.3625661518522518e-05
ARAP3	6.939625260235948e-05
ARC	0.00022583559168925022
ARF1	6.041931001147967e-05
ARF6	0.0005952380952380953
ARFGAP2	7.795447458684128e-05
ARFGEF1	2.9383245673317074e-05
ARFGEF2	1.7421147530987865e-05
ARGLU1	3.774866935940508e-05
ARHGAP10	5.869974201463384e-06
ARHGAP11A	8.062890546260835e-05
ARHGAP11B	6.7340520811587956e-06
ARHGAP12	1.621047683117599e-05
ARHGAP17	1.038626520289569e-05
ARHGAP18	7.457510832034483e-06
ARHGAP19	1.3620823514989716e-05
ARHGAP20	3.6725280213888034e-05
ARHGAP21	3.5699241034135615e-05
ARHGAP22	3.3296390195640075e-05
ARHGAP24	7.582133460713175e-06
ARHGAP25	6.792001738752445e-06
ARHGAP27	9.873617693522907e-05
ARHGAP28	5.376401896794589e-06
ARHGAP29	6.34517766497462e-05
ARHGAP30	8.686587908269631e-05
ARHGAP31	1.5830173894460232e-05
ARHGAP32	1.272815212687422e-05
ARHGAP33	0.0002099370188943317
ARHGAP36	0.0005688821465819664
ARHGAP39	3.192216100261123e-05
ARHGAP4	0.00010857370344902465
ARHGAP44	4.9479475913391126e-05
ARHGAP5	3.587915899251321e-05
ARHGAP6	1.4609684029058661e-05
ARHGDIA	0.000271370420624152
ARHGEF10	7.425834478149482e-06
ARHGEF10L	6.327552059934573e-06
ARHGEF11	4.523658735185018e-05
ARHGEF12	3.925211634327284e-05
ARHGEF15	0.00016299918500407498
ARHGEF16	3.747142803612246e-05
ARHGEF17	3.2893654813986384e-05
ARHGEF18	1.2925908691381004e-05
ARHGEF19	0.00013554727211114877
ARHGEF25	0.0002174149364061311
ARHGEF26	2.923463719815237e-05
ARHGEF3	2.841627570607341e-06
ARHGEF35	9.254631943287616e-06
ARHGEF4	1.4262147784375342e-05
ARHGEF40	5.0075112669003505e-05
ARHGEF6	1.7161342360199415e-05
ARHGEF9	1.992309684617377e-05
ARID1A	6.970989067165479e-05
ARID1B	9.241076585422201e-06
ARID2	3.3637000700770845e-05
ARID3B	3.51160585735857e-05
ARID3C	0.00014863258026159333
ARID4A	3.9734046780217743e-05
ARID4B	1.5260574306279727e-05
ARID5A	6.291286568103177e-05
ARID5B	4.0890597207172214e-05
ARIH2	2.9602877399683248e-05
ARL10	2.7476301689792556e-05
ARL16	0.0003636363636363636
ARL3	2.4584521585209953e-05
ARL4A	0.0002452182442373713
ARL8A	0.00017641351327511687
ARL9	5.234231876472128e-05
ARMC1	3.149804712107849e-05
ARMC12	0.0001660164356271271
ARMC3	1.8254004472231096e-05
ARMC4	5.8071490471808526e-05
ARMC5	0.0008804754567466431
ARMC7	4.922955742627874e-05
ARMC9	2.8362679252132873e-05
ARMCX1	0.0011993283761093788
ARMCX2	0.00021696680407897592
ARMCX5	0.0004007212983370066
ARNT	5.964540804914782e-05
ARNT2	2.066265122477865e-05
ARNTL2	1.1055343047294757e-05
ARPC1B	4.8657065005838845e-05
ARPC2	2.683699210992432e-05
ARPC3	6.411489388985061e-05
ARPP21	3.214379849695598e-05
ARR3	7.388252678241596e-05
ARRB2	9.082652134423252e-05
ARRDC4	5.526490310220323e-05
ARRDC5	8.045052292839903e-05
ARSA	0.0003686635944700461
ARSD	3.9399550845120365e-05
ARSE	0.00011909369696608807
ARSF	0.00021051154304961055
ARSH	0.00033385265969285556
ARSI	2.3275300251373243e-05
ARSJ	6.293820726810417e-05
ARSK	2.000400080016003e-05
ART1	0.00010369141435089174
ART3	9.840776240429845e-06
ARVCF	2.131650750341064e-05
ARX	8.160600620205648e-05
ASAH2	3.0380362133916635e-05
ASAP1	2.5539326732268685e-06
ASAP2	5.027197136508511e-06
ASAP3	3.571109722346219e-05
ASB10	0.00024723916268336906
ASB11	2.7991602519244228e-05
ASB13	3.606462781304097e-05
ASB15	1.4106958962856377e-05
ASB17	7.37571913261543e-05
ASB4	3.236874474007898e-05
ASB5	6.259976838085699e-05
ASB9	5.6852099263765316e-05
ASCC1	8.290911502810618e-06
ASCC2	2.0131255787736038e-05
ASCC3	1.3398431847536564e-05
ASF1B	5.7316444087808795e-05
ASGR1	0.00016305233980107615
ASGR2	0.00013910140492418973
ASH1L	3.076395694803968e-05
ASH2L	2.5750630890456815e-05
ASIC1	3.8368568468710435e-05
ASIC2	4.303377807308513e-06
ASIC4	0.00012194130558491179
ASIC5	2.7364273204903678e-05
ASIP	1.3373453694416583e-05
ASL	0.00011261261261261261
ASMT	0.00017806267806267807
ASMTL	1.9753866819429903e-05
ASNA1	0.000178826895565093
ASNS	0.00014688601645123384
ASPA	3.2211306168465133e-05
ASPG	0.00011077468429214977
ASPHD2	0.00012704865963664082
ASPM	0.00011188185276348176
ASPN	3.8021368008820954e-05
ASPSCR1	2.4631148550456907e-05
ASTE1	7.26005517641934e-05
ASTN1	3.2502250780866574e-05
ASTN2	1.616416324188458e-05
ASXL1	4.940284313362234e-05
ASXL2	1.3815684947120466e-05
ASXL3	0.00011589029824368253
ASZ1	6.163233232153587e-05
ATAD2B	5.603810591202017e-06
ATAD3A	4.437344692935747e-05
ATAD3B	7.667241709794901e-05
ATAD3C	9.770873027505007e-05
ATAD5	1.5649697178359598e-05
ATCAY	6.222130042517889e-05
ATE1	1.0617007384128636e-05
ATF3	1.8036542034161212e-05
ATF4	0.0010030090270812437
ATF5	0.00038218994840435696
ATF6B	6.649599361638461e-05
ATF7IP	7.5138818968043464e-06
ATF7IP2	1.2722322587211522e-05
ATG12	7.319572536963841e-05
ATG13	1.737861040631191e-05
ATG14	2.1994457396736023e-05
ATG2A	0.00039621395553598944
ATG2B	3.63143369002082e-05
ATG4A	3.1744520102217356e-05
ATG4B	2.7289597205545246e-05
ATG5	1.4152779252025616e-05
ATG7	1.0520999915832001e-05
ATG9A	0.00010027575833542241
ATG9B	8.137358613394092e-05
ATL1	1.9888821487882737e-05
ATL3	2.090563197725467e-05
ATM	3.410222482914785e-05
ATMIN	8.687342541916427e-05
ATN1	0.00011199462425803562
ATOH1	0.0016963528413910093
ATP10A	2.6610323741198635e-05
ATP10B	1.3836330051817056e-05
ATP10D	1.8484630030129946e-05
ATP11A	5.080294047419465e-06
ATP11C	2.2838350157584616e-05
ATP12A	0.00015937778911130946
ATP13A2	0.00019252984212552945
ATP13A3	1.045019437361535e-05
ATP13A4	2.6173351340599055e-05
ATP13A5	8.649438267036991e-05
ATP1A1	5.320139387651956e-05
ATP1A2	0.00014371945961483184
ATP1A3	6.469351447517386e-05
ATP1A4	0.00016945801677634365
ATP1B1	3.700277520814061e-05
ATP1B2	0.00026927564850552014
ATP1B3	1.9845207382417148e-05
ATP1B4	0.00024680388962930054
ATP2A1	0.00011492491572172847
ATP2A2	1.4217268294069977e-05
ATP2A3	4.930115611211083e-05
ATP2B1	1.649498140190847e-05
ATP2B2	1.5624633797645366e-05
ATP2B3	0.00016854879487611664
ATP2B4	5.105513955071477e-05
ATP2C1	6.019853476766376e-06
ATP2C2	5.226845076311938e-05
ATP4A	0.00022034520749173705
ATP6AP1	0.0002536783358701167
ATP6AP2	0.0001165365342034728
ATP6V0A1	1.5682092618439004e-05
ATP6V0A2	4.045552925946154e-05
ATP6V0A4	2.1444271698922424e-05
ATP6V0C	0.0001575299306868305
ATP6V0D2	1.1982864503759623e-05
ATP6V1B1	6.774149844194554e-05
ATP6V1B2	6.790710308298248e-05
ATP6V1C2	1.575770945935299e-05
ATP6V1E2	1.93024108711178e-05
ATP6V1G3	0.00011285407967498025
ATP6V1H	7.812438965320584e-06
ATP7A	6.442468754026543e-05
ATP7B	7.612184570101876e-05
ATP8A1	3.2163131402473345e-05
ATP8A2	1.5295665208479916e-06
ATP8B1	1.9147917663954047e-05
ATP8B2	7.765783955890347e-05
ATP8B3	0.0001655574318731168
ATP8B4	9.242742136737127e-06
ATP9A	1.1619800139437602e-05
ATR	3.0866341026768835e-05
ATRIP	0.0001578864270301563
ATRN	5.553025843782277e-06
ATRNL1	7.014434537205145e-06
ATRX	2.8435547277651794e-05
ATXN1	2.1627279785630403e-06
ATXN2	2.712563236630454e-05
ATXN2L	0.0001408252358822701
ATXN3L	0.002288329519450801
ATXN7L2	0.00021447721179624664
ATXN7L3	0.00024073182474723158
AUH	6.752285648692082e-06
AURKAIP1	0.0005665722379603399
AUTS2	3.349665745229448e-06
AVIL	9.377344336084021e-05
AVPR1A	0.0001751927119831815
AVPR1B	0.00013049719431032232
AVPR2	0.0002157497303128371
AWAT1	0.0006697923643670462
AWAT2	0.00021285653469561516
AXDND1	3.174351241964923e-05
AXIN1	4.598899330093664e-05
AXIN2	3.0226091161890945e-05
AXL	4.69891689965463e-05
AZGP1	0.0001059658789869662
AZU1	0.00028901734104046245
B3GALT4	0.0005934718100890207
B3GAT1	5.9855150535703594e-05
B3GAT2	9.9642284199723e-06
B3GAT3	0.00014536996656490768
B3GNT3	0.00010956502684343158
B4GALNT2	7.993818113991846e-05
B4GALNT3	1.9390178874400117e-05
B4GALNT4	0.00016233766233766234
B4GALT3	0.00016162922256343946
B4GALT4	3.4047189404514656e-05
B4GALT5	1.2355899324132308e-05
B4GALT7	9.758953840148337e-05
BAAT	0.0001731451822353043
BACE1	3.270859909070094e-05
BACE2	1.7434207658847423e-05
BACH1	2.29001165615933e-06
BACH2	8.099811274397306e-06
BAG4	2.7197563098346387e-05
BAIAP2	3.6459092897768706e-05
BAIAP3	6.314327208435941e-05
BANK1	4.521299843563025e-06
BANP	7.807986008089074e-06
BARHL1	0.00012374706100730108
BARHL2	0.0001755001755001755
BARX2	7.859987424020121e-05
BATF3	0.0001474165253924965
BAZ1A	8.135637345829673e-06
BAZ1B	2.442598925256473e-05
BAZ2B	1.007681894979393e-05
BBOX1	1.1483165679114418e-05
BBS10	0.00025201612903225806
BBS12	8.169267216730659e-05
BBS2	1.871012404812244e-05
BBS7	2.1712226154547625e-05
